course,campus,class_number,component,auto_enrolls,days,times,location,waitlist,instructor,enrolled,limit
CRPLAN 5160,,12713.0,L,,,,ONLINE,,K.Burton,6,15
CRPLAN 5170,,12715.0,L,,,,ONLINE,,K.Burton,8,15
CRPLAN 5170,,12716.0,L,,,,ONLINE,,K.Burton,7,15
CRPLAN 5191,,7954.0,F,,,,ONLINE,,J.Baer-Graves,0,0
CRPLAN 5191,,7953.0,F,,,,,,,0,0
CRPLAN 5380,,37434.0,L,,W,935A-1055,KN0177,,M.Santana Palacios,5,27
CRPLAN 5380,,37435.0,B,(37434),F,935A-1055,KN0430,,M.Santana Palacios,5,27
CRPLAN 5380,,37436.0,L,,W,935A-1055,KN0177,,M.Santana Palacios,3,27
CRPLAN 5380,,37437.0,B,(37436),F,935A-1055,KN0430,,M.Santana Palacios,3,27
CRPLAN 5798,,7958.0,F,,,,,,,0,10
CRPLAN 5798,,7957.0,F,,,,,,,0,10
CRPLAN 5880,,12683.0,S,,T R,110A-1230,KN0175,,K.Best,14,40
CRPLAN 5880,,37159.0,S,,,,,,,0,20
CRPLAN 5880,,12682.0,S,,T R,110A-1230,KN0175,,K.Best,1,40
CRPLAN 5880,,37160.0,S,,,,,,,0,25
CRPLAN 5960,,7952.0,W,,,,,,B.Hanlon,0,15
CRPLAN 6080,,36894.0,L,,W,210P-0515,KN0430,,Z.Chen,5,15
CRPLAN 6191S,,7825.0,F,,M,410P-0515,KN0175,,K.Burton,19,20
CRPLAN 6194,,37143.0,L,,T R,110A-1230,KN0269,,H.Etienne,17,20
CRPLAN 6194,,38197.0,L,,,,ONLINE,,{7W1} Y.Motoyama,1,20
CRPLAN 6200,,7822.0,L,,T R,400P-0550,BE0480,,J.Ezell,18,25
CRPLAN 6310,,11754.0,L,,W F,110A-1230,KN0259,,J.Reece,4,20
CRPLAN 6350,,12658.0,L,,T R,110A-1230,KN0177,,K.Usher,0,15
CRPLAN 6400,,12659.0,L,,T R,935A-1055,KN0177,,M.Van Maasakkers,24,25
CRPLAN 6400,,12684.0,B,,T R,220P-0340,KN0430,,P.Chen,24,25
CRPLAN 6410,,7956.0,S,,W F,935A-1055,SON0044,,M.Conroy,0,15
CRPLAN 6500,,7823.0,L,,T R,245P-0205,KN0177,,"J.Meyer, S.Park",20,25
CRPLAN 6910,,38151.0,L,,T R,530P-0630,KN0259,,C.Gibson,0,12
CRPLAN 6910,,38152.0,B,,T R,630P-0830,,,,0,12
CRPLAN 6950,,7950.0,L,,M W,530P-0630,KN0177,,K.Burton,9,12
CRPLAN 6950,,7951.0,B,( 7950),M W,630P-0810,,,,9,12
CRPLAN 6970,,12675.0,L,,,,,,,0,8
CRPLAN 7110,,12697.0,L,,T R,300P-0420,CL0135,,R.Valente Cardoso,4,15
CRPLAN 7300,,36397.0,L,,M,110P-0300,KN0176,,Y.Motoyama,6,16
CRPLAN 7890,,11780.0,S,,M,210P-0110,KN0175,,J.Clark,9,15
HDFS 2200,,13268.0,L,,,,ONLINE,,K.Reidinger,134,150
HDFS 2210,,13313.0,L,,M,630P-0750,PEA0109,,D.Wilkinson,28,35
HDFS 2210,,36494.0,L,,W,150P-0310,PEA0143,,D.Wilkinson,34,35
HDFS 2350,,13308.0,L,,,,ONLINE,,M.Buckley,72,150
HDFS 2367,,13269.0,L,,,,ONLINE,,M.Betz,147,150
HDFS 2367,,15482.0,L,,,,,,,0,150
HDFS 2400,,14691.0,L,,T R,245P-0205,PS0010,,R.Ryan,56,60
HDFS 2400,,13270.0,L,,,,ONLINE,,J.Wong,149,150
HDFS 2410,,13271.0,L,,,,ONLINE,,J.Phillips,149,150
HDFS 2420,,36482.0,L,,,,ONLINE,,H.Folden,61,60
HDFS 2420,,13272.0,L,,,,ONLINE,,H.Folden,60,60
HDFS 2900,,13309.0,L,,,,ONLINE,,X.Feng,58,60
HDFS 3200,,13304.0,L,,,,ONLINE,,H.Folden,46,60
HDFS 3200,,15863.0,L,,,,ONLINE,,H.Folden,46,60
HDFS 3310,,13310.0,L,,,,ONLINE,,J.Choi,61,60
HDFS 3440,,15602.0,L,,,,ONLINE,,A.Mallory,121,150
HDFS 3440,,13312.0,L,,T R,350P-0510,KN0190,,A.Bermea,29,60
HDFS 4370,,13314.0,L,,,,ONLINE,,D.Wilkinson,74,75
HDFS 4998,,13321.0,F,,,,,,A.Bermea,0,10
HDFS 4998,,15691.0,F,,,,,,A.Mallory,2,10
HDFS 4998,,13279.0,F,,,,,,J.Choi,0,10
HDFS 4998,,13282.0,F,,,,,,H.Folden,0,10
HDFS 4998,,13283.0,F,,,,,,S.Lang,0,10
HDFS 4998,,13284.0,F,,,,ONLINE,,D.Wilkinson,0,10
HDFS 4998,,13320.0,F,,,,,,N.Slesnick,2,10
HDFS 4998,,13280.0,F,,,,,,,0,10
HDFS 4998,,13281.0,F,,,,,,X.Feng,1,10
HDFS 4998H,,13285.0,F,,,,,,K.Pratt,0,10
HDFS 4998H,,13294.0,F,,,,,,M.Betz,0,10
HDFS 4998H,,13295.0,F,,,,,,A.Bermea,0,10
HDFS 4998H,,13286.0,F,,,,,,X.Feng,0,10
HDFS 4998H,,13287.0,F,,,,,,H.Folden,0,10
HDFS 4998H,,13288.0,F,,,,,,J.Wong,0,10
HDFS 4998H,,13305.0,F,,,,,,S.Haring,0,10
HDFS 4998H,,13289.0,F,,,,,,D.Wilkinson,0,10
HDFS 4998H,,13290.0,F,,,,,,,0,10
HDFS 4998H,,13291.0,F,,,,,,,0,10
HDFS 4998H,,13292.0,F,,,,,,,0,10
HDFS 4998H,,13293.0,F,,,,,,,0,10
HDFS 5200,,34635.0,L,,T R,245P-0205,ML0115,,K.Pratt,35,57
HDFS 5200,,34636.0,L,,T R,245P-0205,ML0115,,K.Pratt,0,3
HDFS 5340,,34637.0,L,,,,ONLINE,,A.Mallory,57,57
HDFS 5340,,34638.0,L,,,,ONLINE,,A.Mallory,2,3
HDFS 5350,,15729.0,L,,,,,,,0,92
HDFS 5350,,15730.0,L,,,,,,,0,3
HDFS 5440,,34639.0,L,,,,,,,0,57
HDFS 5440,,34640.0,L,,,,,,,0,3
HDFS 6780,,15652.0,S,,M,240P-0155,PEA0105,,"K.Purtell, K.Pratt",11,25
HDFS 6782,,13311.0,L,,W,120P-0400,PEA0019,,K.Purtell,7,15
HDFS 7350,,13315.0,L,,R,240P-0325,PEA0019,,A.Bermea,10,15
HDFS 8189.02,,13296.0,F,,,,,,,0,0
HDFS 8189.02,,13297.0,F,,,,,,,0,0
HDFS 8189.02,,13298.0,F,,,,,,,0,0
HDFS 8189.02,,13299.0,F,,,,,,,0,0
HDFS 8189.02,,13300.0,F,,,,,,,0,0
HDFS 8189.02,,13301.0,F,,,,,,,0,0
HDFS 8189.02,,13302.0,F,,,,,,,0,0
HDFS 8189.02,,13303.0,F,,,,,,,0,0
HDFS 8189.02,,13306.0,F,,,,,,,0,0
HDFS 8189.12,,13317.0,F,,,,,,A.Hicks,8,10
HDFS 8189.12,,15653.0,F,,,,,,A.McWilliams,6,10
HDFS 8189.13,,14965.0,C,,,,,,A.Hicks,1,10
HDFS 8189.13,,15731.0,C,,,,,,A.McWilliams,4,10
HDFS 8189.14,,13318.0,F,,,,,,S.Haring,3,10
HDFS 8189.14,,13319.0,F,,,,,,,0,10
HDFS 8189.14,,14963.0,F,,,,,,,0,10
HDFS 8189.14,,14964.0,F,,,,,,,0,10
HDFS 8190,,15732.0,S,,,,,,,0,20
HDFS 8725,,15396.0,S,,R,200P-0500,VM0215,,R.Garabed,6,20
HDFS 8860,,37555.0,S,,F,240P-0320,PEA0019,,S.Haring,6,8
HDFS 8862,,34645.0,S,,W,935A-1220,RA0329,,A.Ansari,13,20
HDFS 8875,,13316.0,L,,F,935A-1220,PEA0019,,S.Haring,10,15
HDFS 8878,,34658.0,L,,T,935A-1220,UH0066,,S.Haring,3,15
HDFS 8879,,34646.0,S,,R,935A-1220,PEA0234,,B.Vandiver,8,15
HDFS 8880,,15500.0,S,,W,910A-1155,EC0338,,A.Hicks,8,14
HDFS 8881,,15501.0,S,,T,935A-1220,JR0295,,A.McWilliams,7,15
SPANISH 1101,,29029.0,L,,TWRF,130A,ONLINE,,A.Hamilton,18,21
SPANISH 1101,,29028.0,L,,TWRF,240P,EC0258,,B.Frodge,21,21
SPANISH 1101,,21150.0,L,,TWRF,910A,ONLINE,,A.Hamilton,15,21
SPANISH 1101,,29030.0,L,,TWRF,020A,ONLINE,,A.Hamilton,13,21
SPANISH 1101,,21265.0,L,,TWRF,300P,EC0202,,B.Frodge,21,21
SPANISH 1101,,21275.0,L,,TWRF,130A,EC0015,,J.Carniel,21,21
SPANISH 1101,,27041.0,L,,TWRF,300P,EC0346,,L.Wareham,20,21
SPANISH 1101,,21151.0,L,,M W,630P-0820,EC0318,,G.Alcaraz,20,21
SPANISH 1101,,27520.0,L,,TWRF,800A,EC0306,,M.Awad Ahmed Gabal,21,21
SPANISH 1102,,29034.0,L,,TWRF,020A,ONLINE,,G.Guzman Camacho,14,21
SPANISH 1102,,21152.0,L,,TWRF,300P,EC0306,,H.Harker,18,21
SPANISH 1102,,21153.0,L,,TWRF,410P,EC0318,,H.Harker,18,21
SPANISH 1102,,29032.0,L,,TWRF,410P,ONLINE,,K.Ortiz-Pacheco,18,21
SPANISH 1102,,29033.0,L,,TWRF,240P,ONLINE,,M.Olaru,20,21
SPANISH 1102,,21154.0,L,,TWRF,910A,ONLINE,,C.Alves Dos Santos Campanini,19,21
SPANISH 1102,,29035.0,L,,TWRF,910A,EC0218,,A.Samame rispa,20,21
SPANISH 1102,,21155.0,L,,T R,630P-0820,EC0318,,L.Torres,17,21
SPANISH 1102,,21156.0,L,,TWRF,800A,EC0314,,M.Phipps,21,21
SPANISH 1102,,21274.0,L,,TWRF,240P,EC0017,,M.Phipps,19,21
SPANISH 1102,,29036.0,L,,TWRF,020A,HH0042,,N.Aguia Betancourt,20,21
SPANISH 1102,,29037.0,L,,TWRF,130A,EC0230,,J.VARVERIS,21,21
SPANISH 1102,,29038.0,L,,TWRF,150P,EC0304,,M.Phipps,20,21
SPANISH 1102,,29039.0,L,,TWRF,300P,EC0017,,M.Phipps,15,21
SPANISH 1102,,26773.0,L,,TWRF,240P,ONLINE,,A.dos Santos Marques,21,21
SPANISH 1102,,26772.0,L,,TWRF,130A,ONLINE,,Z.Rahnamaei,21,21
SPANISH 1102,,21157.0,L,,TWRF,240P,EC0304,,J.VARVERIS,19,21
SPANISH 1102,,27038.0,L,,TWRF,300P,ONLINE,,K.Ortiz-Pacheco,18,21
SPANISH 1102,,27558.0,L,,TWRF,150P,ONLINE,,V.Vilaverde Dias,19,21
SPANISH 1103,,21177.0,L,,TWRF,130A,ONLINE,,M.Olaru,20,21
SPANISH 1103,,21176.0,L,,TWRF,410P,ONLINE,,A.Pearce,13,21
SPANISH 1103,,21175.0,L,,TWRF,300P,EC0218,,O.Valdez Guillen,13,21
SPANISH 1103,,21174.0,L,,TWRF,150P,ONLINE,,M.Olaru,16,21
SPANISH 1103,,21233.0,L,,TWRF,910A,EC0212,,M.Ortega Lopez,15,21
SPANISH 1103,,29050.0,L,,TWRF,520P,ONLINE,,A.Pearce,21,21
SPANISH 1103,,29044.0,L,,TWRF,910A,ONLINE,,V.Vilaverde Dias,19,21
SPANISH 1103,,21173.0,L,,M W,530P-0720,EC0314,,N.McBride,11,21
SPANISH 1103,,21172.0,L,,M W,530P-0720,EC0306,,M.Bermello Isusi,11,21
SPANISH 1103,,21171.0,L,,TWRF,240P,ONLINE,,A.Hamilton,20,21
SPANISH 1103,,36029.0,L,,TWRF,020A,EC0340,,E.Schaefer,20,21
SPANISH 1103,,29045.0,L,,TWRF,020A,EC0246,,A.Angulo,9,21
SPANISH 1103,,21170.0,L,,TWRF,910A,EC0304,,C.Lopes Gemelli,18,21
SPANISH 1103,,21169.0,L,,TWRF,910A,EC0015,,A.Angulo,9,21
SPANISH 1103,,21168.0,L,,TWRF,910A,EC0246,,H.Harper,18,21
SPANISH 1103,,21167.0,L,,TWRF,300P,ONLINE,,A.Angulo,17,21
SPANISH 1103,,29046.0,L,,TWRF,130A,ONLINE,,E.Steensen,15,21
SPANISH 1103,,36030.0,L,,TWRF,130A,EC0340,,O.Valdez Guillen,21,21
SPANISH 1103,,21166.0,L,,TWRF,020A,EC0214,,M.Roda Bencells,21,21
SPANISH 1103,,28003.0,L,,TWRF,020A,ONLINE,,K.Ortiz-Pacheco,11,21
SPANISH 1103,,21165.0,L,,TWRF,130A,EC0218,,M.Roda Bencells,21,21
SPANISH 1103,,21164.0,L,,TWRF,240P,EC0243,,H.Harper,21,21
SPANISH 1103,,21163.0,L,,TWRF,240P,EC0211,,M.Nieves Rivera,19,21
SPANISH 1103,,21162.0,L,,TWRF,410P,EC0204,,M.Bermello Isusi,14,21
SPANISH 1103,,29047.0,L,,TWRF,240P,ONLINE,,D.Ponce,11,21
SPANISH 1103,,37638.0,L,,TWRF,130A,ONLINE,,H.Harker,18,21
SPANISH 1103,,28029.0,L,,TWRF,240P,EC0226,,L.Villarreal,17,21
SPANISH 1103,,37639.0,L,,TWRF,130A,CH0228,,L.Wareham,13,21
SPANISH 1103,,21161.0,L,,TWRF,300P,EC0214,,L.Torres,17,21
SPANISH 1103,,21234.0,L,,TWRF,240P,EC0326,,O.Valdez Guillen,14,21
SPANISH 1103,,29048.0,L,,TWRF,300P,ONLINE,,M.Corona,19,21
SPANISH 1103,,29049.0,L,,TWRF,410P,ONLINE,,M.Corona,19,21
SPANISH 1103,,29051.0,L,,TWRF,800A,EC0318,,A.Angulo,18,21
SPANISH 1103,,29052.0,L,,TWRF,910A,EC0318,,M.Roda Bencells,14,21
SPANISH 1103,,37641.0,L,,TWRF,240P,BE0272,,A.Sheeran,12,20
SPANISH 1103,,21236.0,L,,TWRF,150P,EC0318,,H.Harper,21,21
SPANISH 1103,,21191.0,L,,TWRF,130A,ONLINE,,V.Vilaverde Dias,19,21
SPANISH 1103,,21192.0,L,,TWRF,240P,ONLINE,,H.Harker,21,21
SPANISH 1103,,27516.0,L,,TWRF,130A,EC0014,,L.Villarreal,20,21
SPANISH 1103,,29053.0,L,,TWRF,020A,EC0212,,A.Sheeran,18,21
SPANISH 1103,,21238.0,L,,TWRF,130A,EC0246,,M.Nieves Rivera,21,21
SPANISH 1103,,29054.0,L,,TWRF,130A,EC0214,,A.Sheeran,21,21
SPANISH 1103,,21239.0,L,,TWRF,020A,EC0015,,O.Valdez Guillen,13,21
SPANISH 1103,,21240.0,L,,TWRF,240P,EC0358,,L.Wareham,14,21
SPANISH 1103,,29055.0,L,,TWRF,240P,EC0230,,A.Angulo,15,21
SPANISH 1103,,29056.0,L,,TWRF,150P,EC0306,,L.Wareham,17,21
SPANISH 1103,,29057.0,L,,TWRF,300P,EC0318,,A.Pearce,19,21
SPANISH 1103,,29058.0,L,,TWRF,410P,EC0304,,L.Torres,13,21
SPANISH 1103,,37749.0,L,,TWRF,300P,DE0213,,M.Nieves Rivera,18,21
SPANISH 1103,,29059.0,L,,T R,630P-0820,EC0314,,M.Bermello Isusi,13,21
SPANISH 1103,,29060.0,L,,M W,630P-0820,EC0212,,A.Pearce,12,21
SPANISH 1103,,29061.0,L,,TWRF,520P,EC0318,,L.Torres,6,21
SPANISH 1103,,37907.0,L,,M W,530P-0720,HH0159,,E.Andia Grageda,18,21
SPANISH 1103,,28076.0,L,,TWRF,800A,ONLINE,,V.Vilaverde Dias,21,21
SPANISH 1103,,27039.0,L,,TWRF,910A,ONLINE,,K.Ortiz-Pacheco,18,21
SPANISH 1103,,27040.0,L,,TWRF,020A,ONLINE,,M.Olaru,21,21
SPANISH 1155,,21235.0,L,,TWRF,800A,EC0204,,J.VARVERIS,9,20
SPANISH 1155,,21252.0,L,,M W,630P-0820,EC0304,,A.Roca Suarez,15,20
SPANISH 1155,,29040.0,L,,TWRF,910A,EC0214,,J.VARVERIS,17,20
SPANISH 1155,,21159.0,L,,TWRF,410P,EC0306,,B.Frodge,14,20
SPANISH 1155,,27514.0,L,,TWRF,130A,EC0211,,C.Lopes Gemelli,21,21
SPANISH 1155,,21160.0,L,,TWRF,300P,EC0206,,A.Roca Suarez,21,21
SPANISH 1155,,27584.0,L,,TWRF,240P,EC0254,,C.Lopes Gemelli,21,21
SPANISH 1155,,29041.0,L,,TWRF,020A,EC0218,,C.Lopes Gemelli,20,21
SPANISH 1155,,29042.0,L,,TWRF,240P,EC0245,,A.Roca Suarez,19,20
SPANISH 1155,,29043.0,L,,TWRF,150P,EC0354,,B.Frodge,16,20
SPANISH 2202,,36032.0,L,,W F,110A-1230,EC0258,,M.Corona,25,26
SPANISH 2202,,21260.0,L,,T R,220P-0340,EC0209,,L.Villarreal,26,26
SPANISH 2202,,21261.0,L,,W F,220P-0340,EC0209,,L.Villarreal,23,26
SPANISH 2202,,26771.0,L,,W F,935A-1055,EC0226,,M.Corona,23,26
SPANISH 2202,,21178.0,L,,T R,935A-1055,EC0326,,S.Aubry,24,26
SPANISH 2208.22,,21258.0,L,,W,530P-0735,TMVN0410,,M.Wibbelsman,2,5
SPANISH 2213,,35685.0,L,,T R,355P-0515,JR0295,,R.Sosa Jimenez,12,17
SPANISH 2242,,35687.0,L,,T R,935A-1055,ML0191,,A.Roca Suarez,20,30
SPANISH 2320,,30318.0,L,,T R,220P-0340,HH0042,,R.Haidt,11,35
SPANISH 2330,,30319.0,L,,,,,,,0,40
SPANISH 2381,,30320.0,L,,W F,935A-1055,HH0056,,L.Camacho-Platero,8,35
SPANISH 3191,,37442.0,F,,,,,,"E.Romero (GR), R.Sanabria (GR)",0,0
SPANISH 3401,,21179.0,L,,T R,355P-0515,EC0211,,T.Hazel,17,20
SPANISH 3401,,21259.0,L,,T R,935A-1055,HH0056,,D.Ruiz Tagle Munoz,17,20
SPANISH 3401,,21180.0,L,,T R,220P-0340,HH0351,,L.Trenta,23,26
SPANISH 3401,,21237.0,L,,W F,245P-0205,HH0259,,C.Bracamonte,27,26
SPANISH 3401,,37827.0,L,,T R,935A-1055,DE0245,,M.Nieves Rivera,20,20
SPANISH 3401,,27005.0,L,,T R,935A-1055,HH0359,,E.Benalcazar Cepeda,19,20
SPANISH 3403,,21183.0,L,,T R,935A-1055,EC0240,,R.Mason Vergote,22,22
SPANISH 3403,,21182.0,L,,T R,245P-0205,ONLINE,,J.Hurtado Cadavid,15,22
SPANISH 3403,,21250.0,L,,T R,220P-0340,EC0212,,N.King,22,22
SPANISH 3403,,27307.0,L,,W F,935A-1055,HH0159,,R.Lassche,22,22
SPANISH 3403,,21181.0,L,,T R,110A-1230,EC0209,,R.Mason Vergote,20,22
SPANISH 3403,,21230.0,L,,W F,220P-0340,HH0159,,A.Sheeran,22,22
SPANISH 3404,,21184.0,L,,T R,220P-0340,HH0062,,I.Perez,23,26
SPANISH 3404,,21185.0,L,,MTWRF,,ONLINE,,P.Ortiz Ramirez,25,26
SPANISH 3404,,21267.0,L,,T R,245P-0205,HH0251,,E.Kaiser,18,26
SPANISH 3413,,35686.0,L,,T R,220P-0340,JR0291,,R.Sosa Jimenez,6,10
SPANISH 3450,,21186.0,L,,W F,110A-1230,HH0056,,A.Del Sarto,12,26
SPANISH 3450,,21187.0,L,,T R,935A-1055,HH0186,,U.Zevallos-Aguilar,9,26
SPANISH 3450,,21263.0,L,,W F,245P-0205,HH0186,,L.Camacho-Platero,12,26
SPANISH 3450,,29083.0,L,,T R,110A-1230,HH0056,,L.Podalsky,23,26
SPANISH 3450,,21270.0,L,,T R,245P-0205,HH0042,,M.Wibbelsman,14,26
SPANISH 3450,,27007.0,L,,W F,935A-1055,ONLINE,,V.Vimos Vimos,11,26
SPANISH 3450H,,36024.0,L,,T R,220P-0340,HH0186,,L.Podalsky,8,24
SPANISH 3450H,,27207.0,L,,W F,110A-1230,HH0056,,A.Del Sarto,9,24
SPANISH 4430,,21272.0,L,,W F,110A-1230,HH0259,,L.Stigliano,12,26
SPANISH 4430,,21213.0,L,,T R,220P-0340,SM1138,,J.Jasso,10,26
SPANISH 4430H,,29360.0,L,,T R,220P-0340,SM1138,,J.Jasso,4,24
SPANISH 4532,,30325.0,L,,,,,,,0,26
SPANISH 4538,,36018.0,L,,W F,245P-0205,DB0060,,N.Server Beneto,11,18
SPANISH 4542,,36065.0,L,,T R,220P-0340,HH0359,,P.Martinez-Cruz,7,26
SPANISH 4551,,27197.0,L,,,,,,,0,0
SPANISH 4551E,,27198.0,L,,,,,,,0,0
SPANISH 4552H,,35114.0,L,,T R,110A-1230,HH0159,,R.Haidt,8,26
SPANISH 4556,,36063.0,L,,T R,245P-0205,HH0351,,A.Puga,18,26
SPANISH 4558,,36064.0,L,,T R,110A-1230,HH0351,,M.Diaz Basteris,15,26
SPANISH 4561,,36021.0,L,,W F,245P-0205,HH0159,,J.Burgoyne,25,26
SPANISH 4565H,,36061.0,L,,,,,,,0,26
SPANISH 4567,,30324.0,L,,T R,245P-0205,HH0062,,M.Bermello Isusi,20,26
SPANISH 4581,,29148.0,L,,W F,110A-1230,HH0351,,F.Sanchez Lopez,21,26
SPANISH 4606,,21262.0,L,,W F,110A-1230,HH0062,,H.Harper,24,28
SPANISH 5191,,37443.0,F,,,,,,"E.Romero (GR), R.Sanabria (GR)",0,0
SPANISH 5630,,21257.0,S,,T R,935A-1055,HH0071,,R.Campos-Astorkiza,3,12
SPANISH 5630E,,28357.0,S,,T R,935A-1055,HH0071,,R.Campos-Astorkiza,4,6
SPANISH 5640,,21269.0,L,,W F,245P-0205,ML0185,,A.Del Sarto,2,45
SPANISH 5640,,30347.0,L,,W F,245P-0205,ML0185,,A.Del Sarto,2,45
SPANISH 5660,,21268.0,S,,W F,220P-0340,HH0259,,M.Wibbelsman,8,15
SPANISH 5660E,,28358.0,S,,W F,220P-0340,HH0259,,M.Wibbelsman,1,5
SPANISH 5689S,,21193.0,L,,T,230P-0515,SM2006,,S.Aubry,16,26
SPANISH 6705,,29081.0,L,,T,245P-0330,DU0016,,M.Martinez-Rivera,4,20
SPANISH 7430,,35116.0,L,,W,130A-0215,HH0071,,C.Iannone,2,15
SPANISH 7780.22,,27728.0,L,,W,530P-0735,TMVN0410,,M.Wibbelsman,0,10
SPANISH 8193.02,,21210.0,I,,M W,430P-0550,ONLINE,,R.Campos-Astorkiza,0,0
SPANISH 8320,,36019.0,L,,W,230P-0515,HH0298D,,J.Grinstead,4,15
SPANISH 8330,,36057.0,L,,T,230P-0515,HH0259,,A.Babel,6,15
SPANISH 8390,,36020.0,S,,R,230P-0515,HH0298D,,H.Nibert,3,15
SPANISH 8390,,30315.0,S,,T R,110A-1230,LZ0018,,J.Jasso,7,14
SPANISH 8570,,36059.0,S,,T R,245P-0205,UH0074,,U.Zevallos-Aguilar,4,15
SPANISH 8800,,36058.0,S,,T,355P-0640,HH0071,,I.Corona,7,15
SPANISH 8893,,21190.0,S,,F,220P-0340,HH0255,,L.Stigliano,16,30
SPANISH 8894,,21189.0,S,,F,220P-0340,HH0046,,"C.Iannone, A.Del Sarto",15,36
SPANISH 1101,LMA,37271.0,L,,TWRF,910A,ONLINE,,A.Hamilton,4,12
SPANISH 1101,LMA,37272.0,L,,TWRF,130A,ONLINE,,A.Hamilton,2,12
SPANISH 1101,LMA,37273.0,L,,TWRF,020A,ONLINE,,A.Hamilton,2,12
SPANISH 1102,LMA,37274.0,L,,TWRF,910A,ONLINE,,C.Alves Dos Santos Campanini,0,12
SPANISH 1102,LMA,37275.0,L,,TWRF,410P,ONLINE,,K.Ortiz-Pacheco,0,12
SPANISH 1103,LMA,37276.0,L,,TWRF,910A,ONLINE,,V.Vilaverde Dias,1,12
SPANISH 1103,LMA,37277.0,L,,TWRF,410P,ONLINE,,A.Pearce,0,12
SPANISH 1101,MNS,17170.0,L,,T R,130P-0320,OV0110,,L.Camacho,7,30
SPANISH 1102,MNS,17185.0,L,,T R,345P-0535,OV0110,,L.Camacho,22,30
SPANISH 1103,MNS,21227.0,L,,F,030A-1220,ONLINE,,L.Camacho,12,30
SPANISH 1101,MRN,35703.0,L,,,,,,,0,21
SPANISH 1101,MRN,38174.0,L,,T R,030A-1230,ONLINE,,{7W2} C.Musselman,11,21
SPANISH 1102,MRN,29892.0,L,,,,,,,0,21
SPANISH 1103,MRN,26840.0,L,,T R,400P-0600,ONLINE,,C.Musselman,18,21
SPANISH 2381,MRN,35702.0,L,,,,,,,0,10
SPANISH 1101,NWK,21226.0,L,,T R,305P-0455,ONLINE,,D.Viscarri,17,19
SPANISH 1102,NWK,17278.0,L,,M W,245P-0235,LF0158,,E.Steensen,14,19
SPANISH 1103,NWK,17279.0,L,,T R,245P-0235,ONLINE,,D.Viscarri,9,19
MBA 6200,,4580.0,L,,,,,,T.Menon,20,35
MBA 6201,,4771.0,L,,T,615P-0930,GE0365,,{7W2} T.Menon,47,80
MBA 6201,,4772.0,L,,R,615P-0930,ONLINE,,{7W2} T.Menon,37,50
MBA 6201,,5050.0,L,,W,615P-0930,ONLINE,,{7W2} T.Menon,47,50
MBA 6201,,5265.0,L,,T,615P-0930,ONLINE,,{7W1} S.Wapner,43,50
MBA 6201,,5341.0,L,,S,220P-0600,ONLINE,,{7W2} T.Menon,22,50
MBA 6201,,35286.0,L,,T R,100P-0230,GE0365,,{7W2} C.Buchanan,44,60
MBA 6202,,5266.0,L,,S,000A-0400,ONLINE,,{7W2} H.Lee,20,50
MBA 6202,,4848.0,L,,T,615P-0930,GE0365,,{7W1} B.Tepper,46,80
MBA 6202,,4849.0,L,,R,615P-0815,ONLINE,,{7W1} H.Lee,26,50
MBA 6202,,4899.0,L,,W,615P-0815,ONLINE,,{7W1} H.Lee,48,50
MBA 6202,,5344.0,L,,T,615P-0930,ONLINE,,{7W2} C.Buchanan,40,50
MBA 6204,,5371.0,L,,,,,,"{7W1} H.Lee, B.Tepper",22,35
MBA 6204,,36766.0,L,,,,,,B.Tepper,0,35
MBA 6210.01,,5298.0,L,,,,,,X.Wang,20,35
MBA 6210.03,,5302.0,L,,,,ONLINE,,T.Schneider,0,0
MBA 6220.03,,5303.0,L,,,,ONLINE,,T.Schneider,0,0
MBA 6223,,5250.0,L,,R,615P-0815,ONLINE,,J.Wellman,48,50
MBA 6223,,5145.0,L,,W,615P-0930,GE0355,,J.Wellman,35,65
MBA 6223,,5157.0,L,,S,000A-0500,ONLINE,,J.Wellman,26,50
MBA 6223,,37056.0,L,,T,615P-0815,ONLINE,,J.Wellman,50,50
MBA 6240,,4579.0,L,,,,,,K.Wruck,22,35
MBA 6253,,4815.0,L,,,,,,,0,1
MBA 6260,,5241.0,L,,,,,,,0,35
MBA 6261,,4568.0,L,,T,615P-0930,ONLINE,,{7W1} M.Kim,37,50
MBA 6261,,4569.0,L,,T,615P-0930,GE0315,,{7W1} A.Goussevskaia,36,50
MBA 6261,,5159.0,L,,M W,800A-0930,GE0365,,{7W1} B.Bellner,45,60
MBA 6261,,5358.0,L,,W,615P-0930,ONLINE,,{7W1} A.Goussevskaia,49,50
MBA 6261,,35276.0,L,,M,615P-0930,ONLINE,,{7W1} M.Kim,50,50
MBA 6261,,4567.0,L,,S,000A-0600,ONLINE,,{7W2} A.Goussevskaia,37,50
MBA 6270.03,,5305.0,L,,,,ONLINE,,N.Craig,0,0
MBA 6273,,4837.0,L,,R,615P-0930,GE0305,,T.Kotsi,37,70
MBA 6273,,5051.0,L,,T,615P-0745,ONLINE,,J.Kohlschmidt,50,50
MBA 6273,,5158.0,L,,T R,945A-1115,GE0365,,T.Kotsi,45,60
MBA 6273,,5247.0,L,,R,615P-0745,ONLINE,,J.Kohlschmidt,47,50
MBA 6273,,5294.0,L,,M,615P-0745,ONLINE,,J.Kohlschmidt,50,50
MBA 6281.01,,35399.0,W,,T,615P-0930,ONLINE,,{7W2} L.Kendall,47,50
